Date,BTC_USD,USD_Index,TLT,HYG,US10Y_Yield,VIX,Nasdaq100,SP500
2017-12-01,11075,92.90,126.55,87.38,2.36,11.43,6337.87,2642.22
2017-12-04,11917,93.19,126.61,87.35,2.38,11.68,6263.70,2639.44
2017-12-05,14292,93.38,127.24,87.30,2.36,11.33,6265.11,2629.57
2017-12-06,17900,93.61,127.68,87.22,2.33,11.02,6293.05,2629.27
2017-12-07,16569,93.80,126.68,87.26,2.38,10.16,6316.28,2636.98
2017-12-08,15178,93.90,126.69,87.35,2.38,9.58,6344.57,2651.50
2017-12-11,17415,93.87,126.43,87.37,2.38,9.34,6393.89,2659.99
2017-12-12,16408,94.10,126.38,87.33,2.40,9.92,6383.65,2664.11
2017-12-13,16564,93.43,127.33,87.38,2.35,10.18,6394.67,2662.85
2017-12-14,17707,93.49,127.87,87.20,2.35,10.49,6389.91,2652.01
2017-12-15,19497,93.93,128.35,87.21,2.36,9.42,6466.32,2675.81
2017-12-18,17777,93.70,127.18,87.30,2.39,9.53,6513.27,2690.16
2017-12-19,16625,93.47,125.53,87.12,2.46,10.03,6480.67,2681.47
2017-12-20,15803,93.35,124.14,87.19,2.50,9.72,6472.48,2679.25
2017-12-21,13832,93.28,124.60,86.92,2.48,9.62,6472.69,2684.57
2017-12-22,14699,93.35,124.77,87.00,2.48,9.90,6465.17,2683.34
2017-12-26,15838,93.26,125.14,87.13,2.47,10.25,6433.16,2680.50
2017-12-27,14606,93.03,126.77,87.17,2.41,10.47,6435.15,2682.62
2017-12-28,14656,92.60,126.66,87.13,2.43,10.18,6441.42,2687.54
2017-12-29,12952,92.12,126.86,87.26,2.40,11.04,6396.42,2673.61
2018-01-02,15201,91.85,125.49,87.34,2.46,9.77,6511.34,2695.81
2018-01-03,15599,92.16,126.09,87.76,2.45,9.15,6575.80,2713.06
2018-01-04,17430,91.85,126.07,87.91,2.45,9.22,6584.58,2723.99
2018-01-05,17527,91.95,125.71,87.97,2.48,9.22,6653.29,2743.15
2018-01-08,14595,92.33,125.63,87.90,2.48,9.52,6676.63,2747.71
2018-01-09,14973,92.53,123.95,87.63,2.55,10.08,6677.94,2751.29
2018-01-10,13406,92.33,123.80,87.44,2.55,9.82,6662.66,2748.23
2018-01-11,13981,91.85,124.31,87.73,2.53,9.88,6708.49,2767.56
2018-01-12,14360,90.97,124.52,87.58,2.55,10.16,6758.54,2786.24
2018-01-16,11189,90.39,125.04,87.53,2.54,11.66,6737.14,2776.42
2018-01-17,11475,90.54,124.87,87.54,2.58,11.91,6810.28,2802.56
2018-01-18,11607,90.50,123.71,87.45,2.61,12.22,6811.38,2798.03
2018-01-19,12899,90.57,123.06,87.54,2.64,11.27,6834.33,2810.30
2018-01-22,10868,90.40,123.18,87.62,2.66,11.03,6906.28,2832.97
2018-01-23,11359,90.12,123.71,87.88,2.62,11.10,6963.46,2839.13
2018-01-24,11259,89.21,123.04,87.75,2.65,11.47,6919.35,2837.54
2018-01-25,11171,89.39,124.05,87.69,2.62,11.58,6916.30,2839.25
2018-01-26,11441,89.07,123.59,87.76,2.66,11.08,7022.97,2872.87
2018-01-29,10106,89.31,122.73,87.45,2.70,13.84,6988.32,2853.53
2018-01-30,10221,89.19,122.01,87.15,2.73,14.79,6930.73,2822.43
2018-01-31,9171,89.13,122.73,87.30,2.72,13.54,6949.99,2823.81
2018-02-01,8831,88.67,120.70,86.77,2.77,13.47,6901.50,2821.98
2018-02-02,9175,89.20,119.58,86.22,2.85,17.31,6760.29,2762.13
2018-02-05,7754,89.55,120.71,85.74,2.79,37.32,6495.92,2648.94
2018-02-06,7621,89.59,119.96,86.26,2.77,29.98,6665.98,2695.14
2018-02-07,8266,90.26,118.82,85.94,2.84,27.73,6582.02,2681.66
2018-02-08,8737,90.23,118.69,85.19,2.85,33.46,6306.10,2581.00
2018-02-09,8622,90.44,117.94,84.95,2.83,29.06,6412.68,2619.55
2018-02-12,8598,90.21,118.46,85.53,2.86,25.61,6523.85,2656.00
2018-02-13,9495,89.70,118.99,85.26,2.84,24.97,6553.86,2662.94
2018-02-14,10166,89.12,117.67,85.41,2.91,19.26,6675.03,2698.63
2018-02-15,10234,88.59,118.07,86.10,2.89,19.13,6794.92,2731.20
2018-02-16,11113,89.10,118.71,86.45,2.88,19.46,6770.66,2732.22
2018-02-20,10690,89.72,118.19,86.15,2.89,20.60,6779.69,2716.26
2018-02-21,10005,90.08,116.74,85.76,2.94,20.02,6759.26,2701.33
2018-02-22,10301,89.75,117.09,85.82,2.92,18.72,6761.85,2703.96
2018-02-23,9813,89.88,118.13,86.39,2.87,16.49,6896.60,2747.30
2018-02-26,10726,89.82,118.17,86.54,2.86,15.80,6989.10,2779.60
2018-02-27,10398,90.36,118.00,86.31,2.91,18.59,6900.35,2744.28
2018-02-28,10951,90.61,118.75,86.18,2.87,19.85,6854.42,2713.83
2018-03-01,11086,90.32,119.32,85.27,2.80,22.47,6750.54,2677.67
2018-03-02,11490,89.94,118.35,85.75,2.86,19.59,6811.04,2691.25
2018-03-05,10780,90.08,118.03,85.75,2.88,18.73,6881.28,2720.94
2018-03-06,9966,89.62,118.14,85.87,2.88,18.36,6913.02,2728.12
2018-03-07,9395,89.64,118.01,85.66,2.88,17.76,6929.39,2726.80
2018-03-08,9338,90.12,118.69,85.76,2.87,16.54,6966.43,2738.97
2018-03-09,8866,90.09,117.91,86.07,2.89,14.64,7101.18,2786.57
2018-03-12,9195,89.90,118.59,85.93,2.87,15.78,7131.12,2783.02
2018-03-13,8270,89.66,119.19,85.66,2.85,16.35,7046.51,2765.31
2018-03-14,8301,89.70,120.24,85.56,2.82,17.23,7040.98,2749.48
2018-03-15,8338,90.14,120.24,85.62,2.83,16.59,7030.97,2747.33
2018-03-16,7917,90.23,119.81,85.80,2.85,15.80,7019.95,2752.01
2018-03-19,8913,89.90,119.43,85.45,2.85,19.02,6864.88,2712.92
2018-03-20,8929,90.37,118.95,85.62,2.88,18.20,6885.92,2716.94
2018-03-21,8728,89.78,119.08,85.65,2.91,17.86,6853.45,2711.93
2018-03-22,8880,89.86,120.26,85.14,2.83,23.34,6682.26,2643.69
2018-03-23,8668,89.44,120.17,84.92,2.83,24.87,6508.09,2588.26
2018-03-26,7833,89.03,119.71,85.47,2.84,21.03,6753.83,2658.55
2018-03-27,7954,89.37,120.99,85.39,2.79,22.50,6529.84,2612.62
2018-03-28,7166,90.06,121.31,85.35,2.78,22.87,6460.81,2605.00
2018-03-29,6891,90.15,121.90,85.64,2.74,19.97,6581.13,2640.87
2018-04-02,7456,90.05,121.88,84.96,2.73,23.62,6390.84,2581.88
2018-04-03,6854,90.20,120.94,85.20,2.78,21.10,6458.83,2614.45
2018-04-04,6811,90.14,120.69,85.39,2.79,20.06,6560.06,2644.69
2018-04-05,6636,90.46,119.79,85.46,2.83,18.94,6594.84,2662.84
2018-04-06,6911,90.11,121.10,85.27,2.78,21.49,6433.21,2604.47
2018-04-09,6835,89.84,121.30,85.59,2.79,21.77,6472.34,2613.16
2018-04-10,6968,89.59,121.08,85.90,2.80,20.47,6615.87,2656.87
2018-04-11,7889,89.57,121.51,85.93,2.79,20.24,6583.44,2642.19
2018-04-12,7896,89.75,120.62,86.24,2.83,18.49,6656.26,2663.99
2018-04-13,7986,89.80,120.90,86.29,2.83,17.41,6628.34,2656.30
2018-04-16,7902,89.43,120.94,86.42,2.83,16.56,6675.18,2677.84
2018-04-17,8163,89.52,121.27,86.46,2.81,15.25,6816.37,2706.39
2018-04-18,8294,89.62,120.30,86.37,2.87,15.60,6833.21,2708.64
2018-04-19,8846,89.94,119.32,86.10,2.91,15.96,6774.89,2693.13
2018-04-20,8896,90.32,118.46,85.89,2.95,16.88,6667.75,2670.14
2018-04-23,9698,90.94,118.49,85.66,2.97,16.34,6648.80,2670.29
2018-04-24,8846,90.77,117.95,85.49,2.98,18.02,6509.05,2634.56
2018-04-25,9282,91.17,117.16,85.50,3.02,17.84,6513.94,2639.40
2018-04-26,8987,91.56,117.98,85.80,2.99,16.24,6649.65,2666.94
2018-04-27,9348,91.54,118.89,85.76,2.96,15.41,6656.35,2669.91
2018-04-30,9119,91.84,119.10,85.70,2.94,15.93,6605.57,2648.05
2018-05-01,9236,92.45,118.41,85.40,2.98,15.49,6681.96,2654.80
2018-05-02,9744,92.51,118.28,85.37,2.96,15.97,6644.48,2635.67
2018-05-03,9701,92.41,118.81,85.36,2.95,15.90,6643.48,2629.73
2018-05-04,9858,92.57,118.99,85.42,2.94,14.77,6769.12,2663.42
2018-05-07,9235,92.75,118.80,85.50,2.95,14.75,6821.87,2672.63
2018-05-08,9325,93.12,118.69,85.37,2.97,14.71,6815.48,2671.92
2018-05-09,9044,93.04,117.98,85.51,3.00,13.42,6893.21,2697.79
2018-05-10,8441,92.65,118.93,85.76,2.97,13.23,6963.55,2723.07
2018-05-11,8505,92.54,119.23,85.73,2.97,12.65,6952.56,2727.72
2018-05-14,8510,92.59,118.60,85.75,2.99,12.93,6964.37,2730.13
2018-05-15,8369,93.22,117.25,85.33,3.08,14.63,6888.54,2711.45
2018-05-16,8094,93.39,116.80,85.44,3.10,13.42,6929.97,2722.46
2018-05-17,8251,93.47,116.21,85.49,3.11,13.43,6901.63,2720.13
2018-05-18,8247,93.64,117.21,85.40,3.07,13.42,6866.25,2712.97
2018-05-21,8042,93.68,117.27,85.52,3.07,13.08,6905.53,2733.01
2018-05-22,7558,93.61,117.09,85.58,3.07,13.22,6893.62,2724.44
2018-05-23,7587,94.01,117.94,85.65,3.00,12.58,6953.63,2733.29
2018-05-24,7480,93.78,118.88,85.70,2.98,12.53,6949.70,2727.76
2018-05-25,7356,94.19,119.62,85.56,2.93,13.22,6960.92,2721.33
2018-05-29,7407,94.83,122.24,85.20,2.77,17.02,6926.54,2689.86
2018-05-30,7494,94.15,121.42,85.46,2.84,14.94,6976.37,2724.01
2018-05-31,7541,93.99,121.22,85.38,2.82,15.43,6967.73,2705.27
2018-06-01,7643,94.19,120.30,85.19,2.89,13.46,7083.93,2734.62
2018-06-04,7634,94.02,119.43,85.37,2.94,12.74,7143.57,2746.87
2018-06-05,7654,93.89,119.71,85.47,2.92,12.40,7166.75,2748.80
2018-06-06,7678,93.66,118.74,85.68,2.97,11.64,7210.08,2772.35
2018-06-07,7625,93.40,119.89,85.71,2.93,12.13,7152.83,2770.37
2018-06-08,7532,93.55,119.53,85.66,2.94,12.18,7152.62,2779.03
2018-06-11,6582,93.58,119.31,85.82,2.96,12.35,7168.48,2782.00
2018-06-12,6350,93.80,119.34,85.89,2.96,12.34,7209.18,2786.85
2018-06-13,6675,93.71,119.28,85.92,2.98,12.94,7205.26,2775.63
2018-06-14,6457,94.77,120.27,86.17,2.95,12.12,7279.59,2782.49
2018-06-15,6550,94.79,120.38,86.12,2.92,11.98,7255.76,2779.66
2018-06-18,6770,94.75,120.27,86.11,2.93,12.31,7251.41,2773.75
2018-06-20,6730,95.06,119.91,86.08,2.93,12.79,7280.70,2767.32
2018-06-21,6084,94.87,120.54,85.90,2.90,14.64,7217.49,2749.76
2018-06-22,6162,94.52,120.53,85.91,2.90,13.77,7197.51,2754.88
2018-06-25,6094,94.28,120.80,85.71,2.88,17.33,7038.17,2717.07
2018-06-26,6157,94.68,120.97,85.70,2.88,15.92,7068.20,2723.06
2018-06-27,5903,95.29,122.11,85.52,2.83,17.91,6969.67,2699.63
2018-06-28,6218,95.39,122.14,85.28,2.85,16.85,7031.60,2716.31
2018-06-29,6404,94.63,121.72,85.08,2.85,16.09,7040.80,2718.37
2018-07-02,6530,94.87,121.35,84.78,2.87,15.60,7097.82,2726.71
2018-07-03,6598,94.59,122.00,84.79,2.84,16.14,7014.55,2713.22
2018-07-05,6674,94.47,122.35,85.11,2.84,14.97,7101.05,2736.61
2018-07-06,6857,94.04,122.75,85.33,2.83,13.37,7207.33,2759.82
2018-07-09,6330,94.08,121.96,85.46,2.86,12.69,7276.00,2784.17
2018-07-10,6395,94.11,121.95,85.47,2.87,12.64,7282.60,2793.84
2018-07-11,6229,94.72,122.42,85.34,2.84,13.63,7243.98,2774.02
2018-07-12,6238,94.81,122.41,85.61,2.85,12.58,7366.25,2798.29
2018-07-13,6276,94.75,122.72,85.61,2.83,12.18,7375.82,2801.31
2018-07-16,7321,94.51,122.21,85.55,2.86,12.83,7357.90,2798.43
2018-07-17,7371,94.97,121.98,85.58,2.86,12.06,7403.89,2809.55
2018-07-18,7467,95.08,121.49,85.62,2.88,12.10,7390.13,2815.62
2018-07-19,7354,95.17,122.26,85.58,2.85,12.87,7352.36,2804.49
2018-07-20,7419,94.46,120.76,85.62,2.89,12.86,7350.23,2801.83
2018-07-23,8424,94.67,119.27,85.59,2.96,12.62,7371.78,2806.98
2018-07-24,8181,94.61,119.68,85.77,2.95,12.41,7406.25,2820.40
2018-07-25,7952,94.36,119.49,85.93,2.94,12.29,7508.59,2846.07
2018-07-26,8165,94.75,119.26,85.94,2.97,12.14,7400.75,2837.44
2018-07-27,8192,94.68,119.46,85.91,2.96,13.03,7296.78,2818.82
2018-07-30,7780,94.36,119.05,85.94,2.97,14.26,7193.10,2802.60
2018-07-31,7625,94.49,119.70,86.12,2.96,12.83,7231.98,2816.29
2018-08-01,7567,94.62,118.46,85.83,3.00,13.15,7272.89,2813.36
2018-08-02,7434,95.17,118.63,85.88,2.99,12.19,7372.15,2827.22
2018-08-03,7033,95.14,119.22,85.95,2.95,11.64,7395.49,2840.35
2018-08-06,6753,95.36,119.29,86.11,2.94,11.27,7438.99,2850.40
2018-08-07,6306,95.22,118.67,86.15,2.97,10.93,7462.65,2858.45
2018-08-08,6568,95.10,118.79,86.10,2.97,10.85,7469.55,2857.70
2018-08-09,6185,95.50,119.79,86.04,2.93,11.27,7466.96,2853.58
2018-08-10,6296,96.36,120.66,85.89,2.86,13.16,7408.30,2833.28
2018-08-13,6200,96.39,120.41,85.83,2.88,14.78,7401.17,2821.93
2018-08-14,6309,96.73,120.14,85.98,2.89,13.31,7447.17,2839.96
2018-08-15,6335,96.70,120.84,85.83,2.85,14.64,7354.66,2818.37
2018-08-16,6581,96.65,120.83,85.94,2.87,13.45,7374.29,2840.69
2018-08-17,6424,96.10,120.98,86.04,2.87,12.64,7377.54,2850.13
2018-08-20,6489,95.90,121.79,86.08,2.82,12.49,7371.42,2857.05
2018-08-21,6377,95.26,121.38,86.21,2.84,12.86,7397.23,2862.96
2018-08-22,6535,95.15,121.86,86.24,2.82,12.25,7424.60,2861.82
2018-08-23,6720,95.62,122.05,86.23,2.82,12.41,7413.84,2856.98
2018-08-24,6763,95.15,122.29,86.38,2.83,11.99,7485.40,2874.69
2018-08-27,7096,94.78,121.59,86.41,2.85,12.16,7559.13,2896.74
2018-08-28,7047,94.72,120.86,86.37,2.88,12.50,7570.25,2897.52
2018-08-29,6978,94.60,121.02,86.32,2.88,12.25,7660.18,2914.04
2018-08-30,7038,94.72,121.28,86.25,2.86,13.53,7642.67,2901.13
2018-08-31,7193,95.14,121.00,86.36,2.85,12.86,7654.55,2901.52
2018-09-04,6793,95.42,120.03,85.81,2.90,13.16,7622.32,2896.72
2018-09-05,6529,95.13,119.71,85.72,2.90,13.91,7523.26,2888.60
2018-09-06,6467,95.02,120.15,85.79,2.88,14.65,7453.17,2878.05
2018-09-07,6226,95.37,119.13,85.70,2.94,14.88,7430.26,2871.68
2018-09-10,6321,95.15,119.57,85.87,2.94,14.16,7447.68,2877.13
2018-09-11,6352,95.06,118.66,85.89,2.98,13.22,7507.87,2887.89
2018-09-12,6517,94.80,118.94,86.09,2.96,13.14,7488.06,2888.92
2018-09-13,6513,94.54,119.12,86.25,2.96,12.37,7561.69,2904.18
2018-09-14,6543,94.98,118.55,86.33,2.99,12.07,7545.50,2904.98
2018-09-17,6371,94.51,118.55,86.27,3.00,13.68,7434.73,2888.80
2018-09-18,6399,94.62,117.31,86.26,3.05,12.79,7494.40,2904.31
2018-09-19,6520,94.55,116.61,86.10,3.08,11.75,7490.32,2907.95
2018-09-20,6735,93.91,117.15,86.22,3.08,11.80,7569.03,2930.75
2018-09-21,6722,94.22,117.10,86.24,3.07,11.68,7531.07,2929.67
2018-09-24,6446,94.26,116.80,86.20,3.08,12.20,7548.75,2919.37
2018-09-25,6495,94.13,116.68,86.13,3.10,12.42,7563.19,2915.56
2018-09-26,6677,94.19,117.50,86.22,3.06,12.89,7563.09,2905.97
2018-09-27,6644,95.00,117.58,86.38,3.06,12.41,7629.57,2914.00
2018-09-28,6602,95.19,117.27,86.44,3.06,12.12,7627.65,2913.98
2018-10-01,6556,95.30,116.15,86.30,3.08,12.00,7645.45,2924.59
2018-10-02,6503,95.51,116.86,86.23,3.06,12.05,7628.28,2923.43
2018-10-03,6577,95.76,114.83,86.00,3.16,11.61,7637.43,2925.51
2018-10-04,6622,95.75,114.02,85.68,3.20,14.22,7490.00,2901.61
2018-10-05,6588,95.62,113.04,85.30,3.22,14.82,7399.01,2885.57
2018-10-08,6643,95.77,112.66,85.11,3.23,15.69,7352.82,2884.43
2018-10-09,6586,95.68,113.80,85.24,3.21,15.95,7371.62,2880.34
2018-10-10,6256,95.51,113.49,84.63,3.22,22.96,7044.50,2785.68
2018-10-11,6275,95.02,114.87,84.70,3.13,24.98,6964.03,2728.37
2018-10-12,6286,95.22,114.47,85.15,3.14,21.31,7157.21,2767.13
2018-10-15,6596,95.07,114.42,85.09,3.16,21.30,7068.67,2750.79
2018-10-16,6544,95.05,114.68,85.38,3.16,17.62,7276.43,2809.92
2018-10-17,6477,95.58,114.00,85.21,3.18,17.40,7278.63,2809.21
2018-10-18,6465,95.90,113.96,84.85,3.17,20.06,7116.09,2768.78
2018-10-19,6489,95.71,113.71,84.90,3.20,19.89,7107.23,2767.78
2018-10-22,6476,96.01,113.56,84.94,3.20,19.64,7141.21,2755.88
2018-10-23,6496,95.96,113.92,84.86,3.17,20.71,7118.67,2740.69
2018-10-24,6476,96.43,114.78,84.44,3.12,25.23,6789.15,2656.10
2018-10-25,6475,96.68,114.30,84.61,3.14,24.22,7016.39,2705.57
2018-10-26,6480,96.36,114.99,84.23,3.08,24.16,6852.40,2658.69
2018-10-29,6334,96.58,114.73,84.15,3.09,24.70,6713.90,2641.25
2018-10-30,6318,97.01,114.16,84.35,3.11,23.35,6810.12,2682.63
2018-10-31,6378,97.13,113.58,84.35,3.16,21.23,6967.10,2711.74
2018-11-01,6388,96.28,113.41,84.32,3.14,19.34,7069.17,2740.37
2018-11-02,6361,96.54,112.00,84.27,3.21,19.51,6965.29,2723.06
2018-11-05,6461,96.35,112.44,84.34,3.20,19.96,6937.09,2738.31
2018-11-06,6530,96.32,112.37,84.56,3.21,19.91,6988.85,2755.45
2018-11-07,6454,96.00,112.52,85.05,3.21,16.36,7203.13,2813.89
2018-11-08,6386,96.64,112.51,84.84,3.23,16.72,7158.59,2806.83
2018-11-09,6409,96.91,113.35,84.36,3.19,17.36,7039.15,2781.01
2018-11-12,6359,97.54,114.09,83.84,3.19,20.45,6829.10,2726.22
2018-11-13,5738,97.30,114.02,83.70,3.14,20.02,6830.91,2722.18
2018-11-14,5648,96.80,114.09,83.54,3.12,21.25,6769.87,2701.58
2018-11-15,5576,96.93,114.04,83.52,3.12,19.98,6890.45,2730.20
2018-11-16,5554,96.47,114.70,83.27,3.07,18.14,6867.02,2736.27
2018-11-19,4452,96.19,115.02,83.01,3.06,20.10,6642.92,2690.73
2018-11-20,4602,96.81,115.06,82.75,3.05,22.48,6526.96,2641.89
2018-11-21,4366,96.71,115.02,83.17,3.06,20.80,6575.66,2649.93
2018-11-23,3881,96.92,115.14,82.71,3.05,21.52,6527.35,2632.56
2018-11-26,3821,97.07,114.88,83.10,3.07,18.90,6678.34,2673.45
2018-11-27,4257,97.37,115.01,83.06,3.06,19.02,6701.04,2682.17
2018-11-28,4279,96.79,114.45,83.75,3.04,18.49,6913.33,2743.79
2018-11-29,4017,96.78,114.90,83.77,3.04,18.79,6892.40,2737.80
2018-11-30,4215,97.27,115.33,83.60,3.01,18.07,6949.01,2760.17
2018-12-03,3957,97.04,115.88,83.80,2.99,16.44,7062.13,2790.37
2018-12-04,3754,96.97,117.82,83.28,2.92,20.74,6795.21,2700.06
2018-12-05,3521,96.97,117.82,83.28,2.92,20.74,6795.21,2700.06
2018-12-06,3420,96.81,118.19,82.99,2.88,21.19,6838.85,2695.95
2018-12-07,3476,96.51,118.41,82.83,2.85,23.23,6613.28,2633.08
2018-12-10,3425,97.22,118.90,82.89,2.86,22.64,6682.74,2637.72
2018-12-11,3487,97.39,118.88,83.04,2.88,21.76,6704.24,2636.78
2018-12-12,3314,97.04,118.35,83.31,2.91,21.46,6763.96,2651.07
2018-12-13,3242,97.06,118.07,83.51,2.91,20.65,6767.97,2650.54
2018-12-14,3237,97.44,118.48,83.16,2.89,21.63,6594.96,2599.95
2018-12-17,3696,97.10,119.17,82.62,2.86,24.52,6448.39,2545.94
2018-12-18,3746,97.14,119.60,82.08,2.83,25.58,6491.52,2546.16
2018-12-19,4134,97.04,121.18,81.34,2.78,25.58,6342.97,2506.96
2018-12-20,3897,96.28,120.74,80.63,2.79,28.38,6243.19,2467.42
2018-12-21,4014,96.96,120.72,80.23,2.79,30.11,6046.56,2416.62
2018-12-24,3815,96.55,121.32,79.63,2.75,36.07,5899.35,2351.10
2018-12-26,3655,97.05,120.02,80.97,2.80,30.41,6262.77,2467.70
2018-12-27,3924,96.48,120.04,80.92,2.74,29.96,6288.30,2488.83
2018-12-28,3820,96.39,121.05,81.04,2.74,28.34,6285.27,2485.74
2018-12-31,3844,96.17,121.51,81.10,2.69,25.42,6329.97,2506.85
2019-01-02,3837,96.82,122.15,80.99,2.66,23.22,6360.87,2510.03
2019-01-03,3858,96.31,123.54,81.03,2.55,25.45,6147.13,2447.89
2019-01-04,3845,96.19,122.11,82.39,2.66,21.38,6422.67,2531.94
2019-01-07,4031,95.71,121.75,83.19,2.68,21.40,6488.25,2549.69
2019-01-08,4035,95.90,121.43,83.73,2.72,20.47,6551.85,2574.41
2019-01-09,3679,95.22,121.24,83.83,2.73,19.98,6600.69,2584.96
2019-01-10,3687,95.54,120.46,84.16,2.73,19.50,6620.94,2596.64
2019-01-11,3661,95.67,120.93,83.89,2.70,18.19,6601.40,2596.26
2019-01-14,3631,95.59,120.48,83.62,2.71,19.07,6541.04,2582.61
2019-01-15,3655,95.97,120.04,83.90,2.71,18.60,6669.64,2610.30
2019-01-16,3679,96.06,120.16,84.03,2.73,19.04,6668.56,2616.10
2019-01-17,3658,96.07,120.19,84.26,2.75,18.06,6718.45,2635.96
2019-01-18,3729,96.34,119.56,84.50,2.78,17.80,6784.61,2670.71
2019-01-22,3585,96.30,120.37,83.94,2.73,20.80,6646.81,2632.90
2019-01-23,3601,96.12,120.32,84.11,2.76,19.52,6658.76,2638.70
2019-01-24,3600,96.60,121.11,84.20,2.71,18.89,6702.55,2642.33
2019-01-25,3602,95.79,120.53,84.41,2.75,17.42,6787.37,2664.76
2019-01-28,3448,95.75,120.41,84.28,2.74,18.87,6697.09,2643.85
2019-01-29,3486,95.82,121.02,84.23,2.71,19.13,6632.79,2640.00
2019-01-30,3458,95.34,120.93,84.90,2.69,17.66,6807.91,2681.05
2019-01-31,3488,95.58,121.97,85.11,2.63,16.57,6906.84,2704.10
2019-02-01,3521,95.58,120.96,84.68,2.69,16.14,6875.52,2706.53
2019-02-04,3466,95.85,120.42,84.88,2.72,15.73,6959.96,2724.87
2019-02-05,3414,96.10,120.97,85.18,2.70,15.57,7023.52,2737.70
2019-02-06,3399,96.42,121.03,85.10,2.70,15.38,6997.62,2731.61
2019-02-07,3667,96.51,121.83,84.81,2.65,16.37,6904.98,2706.05
2019-02-08,3671,96.64,122.35,84.79,2.63,15.72,6913.13,2707.88
2019-02-11,3654,97.06,121.87,84.83,2.66,15.97,6909.18,2709.80
2019-02-12,3632,96.71,121.56,85.24,2.68,15.43,7014.67,2744.73
2019-02-13,3617,97.13,121.10,85.12,2.71,15.65,7015.88,2753.03
2019-02-14,3621,96.98,121.79,85.13,2.66,16.22,7022.42,2745.73
2019-02-15,3630,96.92,121.98,85.40,2.67,14.91,7055.18,2775.60
2019-02-19,4000,96.52,122.29,85.43,2.65,14.88,7066.61,2779.76
2019-02-20,3954,96.45,121.94,85.50,2.65,14.02,7062.34,2784.70
2019-02-21,4006,96.61,120.85,85.42,2.69,14.46,7035.16,2774.88
2019-02-22,4143,96.51,121.57,85.59,2.65,13.51,7090.63,2792.67
2019-02-25,3854,96.41,121.21,85.66,2.67,14.85,7115.43,2796.11
2019-02-26,3851,96.00,121.81,85.77,2.64,15.17,7123.22,2793.90
2019-02-27,3855,96.15,120.43,85.80,2.69,14.70,7117.00,2792.38
2019-02-28,3860,96.16,120.02,85.75,2.71,14.78,7097.53,2784.49
2019-03-01,3864,96.53,118.66,85.61,2.76,13.57,7151.57,2803.69
2019-03-04,3896,96.68,119.59,85.48,2.72,14.63,7150.83,2792.81
2019-03-05,3904,96.85,119.84,85.44,2.72,14.74,7156.79,2789.65
2019-03-06,3911,96.87,120.28,85.30,2.69,15.74,7112.47,2771.45
2019-03-07,3901,97.67,121.06,85.24,2.64,16.59,7026.88,2748.93
2019-03-08,3963,97.37,121.57,85.10,2.62,16.05,7015.69,2743.07
2019-03-11,3909,97.22,121.21,85.38,2.64,14.33,7164.02,2783.30
2019-03-12,3907,96.94,122.06,85.53,2.61,13.77,7201.28,2791.52
2019-03-13,3924,96.55,121.83,85.76,2.61,13.41,7256.98,2810.92
2019-03-14,3961,96.79,120.95,85.70,2.63,13.50,7243.01,2808.48
2019-03-15,4049,96.60,121.75,85.78,2.59,12.88,7306.99,2822.48
2019-03-18,4071,96.52,121.68,85.75,2.60,13.10,7326.28,2832.94
2019-03-19,4087,96.38,121.41,85.80,2.61,13.56,7349.28,2832.57
2019-03-20,4029,95.76,122.68,86.17,2.54,13.91,7380.75,2824.23
2019-03-21,4024,96.50,122.95,86.15,2.54,13.63,7493.27,2854.88
2019-03-22,4036,96.65,124.86,85.84,2.45,16.48,7326.06,2800.71
2019-03-25,3985,96.57,125.06,85.81,2.42,16.33,7316.96,2798.36
2019-03-26,4087,96.74,124.97,86.02,2.41,14.68,7351.15,2818.46
2019-03-27,4069,96.77,126.12,86.08,2.37,15.15,7308.19,2805.37
2019-03-28,4098,97.20,126.56,86.25,2.39,14.43,7320.47,2815.44
2019-03-29,4107,97.28,126.44,86.47,2.41,13.71,7378.77,2834.40
2019-04-01,4880,97.25,124.37,86.07,2.50,13.40,7478.42,2867.19
2019-04-02,4973,97.36,124.60,86.11,2.48,13.36,7499.64,2867.24
2019-04-03,4923,97.09,123.52,86.14,2.52,13.74,7544.97,2873.40
2019-04-04,5037,97.31,123.87,86.27,2.51,13.58,7540.57,2879.39
2019-04-05,5060,97.40,124.03,86.43,2.50,12.82,7578.84,2892.74
2019-04-08,5205,97.05,123.59,86.38,2.52,13.18,7599.74,2895.77
2019-04-09,5325,97.01,123.98,86.32,2.50,14.28,7568.49,2878.20
2019-04-10,5064,96.95,124.28,86.70,2.48,13.30,7611.49,2888.21
2019-04-11,5090,97.18,123.55,86.83,2.50,13.02,7594.89,2888.32
2019-04-12,5097,96.97,122.67,86.96,2.56,12.01,7628.15,2907.41
2019-04-15,5236,96.94,122.98,86.90,2.55,12.32,7629.12,2905.58
2019-04-16,5252,97.04,122.21,86.85,2.59,12.18,7654.73,2907.06
2019-04-17,5298,97.01,122.26,86.64,2.59,12.60,7680.72,2900.45
2019-04-18,5304,97.47,122.90,86.68,2.56,12.09,7689.72,2905.03
2019-04-22,5572,97.28,122.31,86.53,2.59,12.42,7713.49,2907.97
2019-04-23,5465,97.57,122.57,86.83,2.57,12.28,7810.71,2933.68
